지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),이슬점온도(°C),일조(hr),일사(MJ/m2),적설(cm),지면온도(°C)
133,대전,2026/02/02 12:00,0,1,3.9,320,57,-7.5,0.8,1.75,2.9,-0.7
133,대전,2026/02/02 13:00,0,,4.6,320,47,-9.9,0.7,1.9,2.1,-0.7
133,대전,2026/02/02 14:00,0.3,,4.4,320,50,-8.9,0.9,1.87,1.4,-0.6
133,대전,2026/02/02 15:00,1.5,0,2.2,320,42,-10,0.9,1.56,0.8,-0.6
133,대전,2026/02/02 16:00,1.1,,4.8,320,29,-15,1,1.49,0.5,-0.6
133,대전,2026/02/02 17:00,-0.4,,4.1,320,27,-17.1,1,0.85,0.4,-0.9
133,대전,2026/02/02 18:00,-1.6,,2.7,320,36,-14.7,0.2,0.13,0.4,-1.3
133,대전,2026/02/02 19:00,-2.7,,2.6,320,43,-13.5,,,0.4,-1.7
133,대전,2026/02/02 20:00,-3.2,,2,340,48,-12.6,,,0.4,-2
133,대전,2026/02/02 21:00,-3.9,,1.6,320,54,-11.8,,,0.4,-2.4
133,대전,2026/02/02 22:00,-4,,0.6,250,57,-11.2,,,0.4,-2.6
133,대전,2026/02/02 23:00,-4.3,,1.1,270,61,-10.7,,,0.4,-2.8
133,대전,2026/02/03 0:00,-4.3,,1.4,250,62,-10.5,,,0.4,-2.9
133,대전,2026/02/03 1:00,-4.6,,0.2,0,66,-9.9,,,0.4,-3
133,대전,2026/02/03 2:00,-5.6,,0.5,110,69,-10.3,,,0.4,-3.3
133,대전,2026/02/03 3:00,-6.1,,0.8,250,74,-9.9,,,0.4,-3.3
133,대전,2026/02/03 4:00,-6.4,,0,0,77,-9.7,,,0.4,-3.6
133,대전,2026/02/03 5:00,-6.8,,0.5,270,79,-9.8,,,0.4,-3.8
133,대전,2026/02/03 6:00,-7,,1,270,81,-9.7,,,0.4,-3.9
133,대전,2026/02/03 7:00,-7.2,,0.4,0,82,-9.7,,,0.4,-4
133,대전,2026/02/03 8:00,-7,,0.9,340,83,-9.4,0.3,0.03,0.4,-3.9
133,대전,2026/02/03 9:00,-3.9,,0.1,0,72,-8.2,1,0.51,0.4,-2.9
133,대전,2026/02/03 10:00,-0.7,,0.7,140,59,-7.7,1,1.16,0.4,-1.8
133,대전,2026/02/03 11:00,1.8,,1.8,180,51,-7.2,1,1.74,0.1,-1.1
133,대전,2026/02/03 12:00,3.2,,2.5,180,49,-6.5,1,2.14,,-0.7
133,대전,2026/02/03 13:00,5,,1,140,46,-5.6,1,2.32,,-0.4
133,대전,2026/02/03 14:00,5.5,,1.8,200,41,-6.7,1,2.28,,0
133,대전,2026/02/03 15:00,6.5,,2.2,200,35,-7.8,1,1.96,,-0.2
133,대전,2026/02/03 16:00,6.3,,1.8,270,36,-7.7,1,1.45,,-0.3
133,대전,2026/02/03 17:00,4.9,,1.6,290,43,-6.6,1,0.65,,-0.6
133,대전,2026/02/03 18:00,3.6,,1.6,250,50,-5.8,0.2,0.14,,-0.8
133,대전,2026/02/03 19:00,2.7,,0.9,250,57,-4.9,,,,-1
133,대전,2026/02/03 20:00,1.7,,0.8,230,64,-4.3,,,,-1.2
133,대전,2026/02/03 21:00,1,,2.3,230,69,-4,,,,-1.4
133,대전,2026/02/03 22:00,0.3,,1.5,200,73,-3.9,,,,-1.8
133,대전,2026/02/03 23:00,-0.9,,1.2,270,75,-4.7,,,,-2
133,대전,2026/02/04 0:00,-1.4,,0.7,290,78,-4.7,,,,-2.3
133,대전,2026/02/04 1:00,-1.7,,0.9,290,81,-4.5,,,,-2.6
133,대전,2026/02/04 2:00,-2.3,,0.4,0,84,-4.6,,,,-3
133,대전,2026/02/04 3:00,-2.2,,0,0,84,-4.5,,,,-2.7
133,대전,2026/02/04 4:00,-1.9,,0.3,0,81,-4.7,,,,-2.4
133,대전,2026/02/04 5:00,-1.6,,0.8,320,81,-4.4,,,,-2
133,대전,2026/02/04 6:00,-1.4,,0.3,0,81,-4.2,,,,-1.9
133,대전,2026/02/04 7:00,-1.1,,0.6,270,81,-3.9,,,,-1.7
133,대전,2026/02/04 8:00,-0.8,,0.1,0,79,-3.9,0,0.01,,-1.6
133,대전,2026/02/04 9:00,0,,0.3,0,77,-3.5,0,0.23,,-1.5
133,대전,2026/02/04 10:00,2.5,,0.7,200,65,-3.4,0.8,0.82,,-0.8
133,대전,2026/02/04 11:00,3.4,,0.9,160,60,-3.6,0.1,1.03,,-0.6
133,대전,2026/02/04 12:00,5.3,,1.2,160,55,-3,0,1.22,,0.5
133,대전,2026/02/04 13:00,6.8,,0.9,160,50,-2.9,0.2,1.55,,1.6
133,대전,2026/02/04 14:00,7.3,,1,320,49,-2.7,0,1.07,,1.8
133,대전,2026/02/04 15:00,7.6,,1.7,200,46,-3.3,0.4,1.09,,1.5
133,대전,2026/02/04 16:00,7.9,,1.6,270,46,-3,0.2,0.7,,1.9
133,대전,2026/02/04 17:00,7.4,,0.7,270,48,-2.9,0.1,0.51,,0.5
133,대전,2026/02/04 18:00,5.8,,1.8,200,53,-3,0.1,0.14,,-1.5
133,대전,2026/02/04 19:00,4.6,,1.2,340,58,-2.9,,,,-0.9
133,대전,2026/02/04 20:00,2.6,,1.2,320,66,-3.1,,,,-1
133,대전,2026/02/04 21:00,1.9,,0.7,320,70,-3,,,,-1.1
133,대전,2026/02/04 22:00,0.8,,0,0,76,-2.9,,,,-1.2
133,대전,2026/02/04 23:00,0.2,,0.7,340,77,-3.3,,,,-1.3
133,대전,2026/02/05 0:00,-0.4,,1.3,340,80,-3.4,,,,-1.4
133,대전,2026/02/05 1:00,-0.6,,1,320,81,-3.4,,,,-1.4
133,대전,2026/02/05 2:00,-0.3,,0.1,0,81,-3.1,,,,-1.2
133,대전,2026/02/05 3:00,-0.1,,1,320,80,-3.1,,,,-1.1
133,대전,2026/02/05 4:00,0.2,,0.6,270,80,-2.8,,,,-1.1
133,대전,2026/02/05 5:00,0.4,,0.5,270,80,-2.6,,,,-1.1
133,대전,2026/02/05 6:00,0.6,,0.4,0,79,-2.6,,,,-1
133,대전,2026/02/05 7:00,0.8,,0.4,0,78,-2.6,,,,-1.1
133,대전,2026/02/05 8:00,0.4,,1.2,290,80,-2.6,0,0.01,,-1.4
133,대전,2026/02/05 9:00,1.7,,0,0,77,-1.9,0.2,0.28,,-0.9
133,대전,2026/02/05 10:00,3.3,,0.2,0,70,-1.6,0,0.43,,-0.7
133,대전,2026/02/05 11:00,6.6,,0.7,290,60,-0.6,0.3,0.99,,-0.1
133,대전,2026/02/05 12:00,9.1,,2.3,180,53,0,0.5,1.42,,0.8
133,대전,2026/02/05 13:00,10.1,,1.4,320,57,1.9,0.5,1.29,,2
133,대전,2026/02/05 14:00,12.1,,2.4,200,47,1.1,0.9,2.01,,4.9
133,대전,2026/02/05 15:00,12.9,,2.5,230,42,0.2,0.8,1.67,,5.1
133,대전,2026/02/05 16:00,12.7,,1.7,230,43,0.4,1,1.39,,3.8
133,대전,2026/02/05 17:00,10.9,,2.1,320,46,-0.2,0.7,0.63,,2.6
133,대전,2026/02/05 18:00,8.7,,3.2,320,52,-0.6,0.1,0.12,,0.5
133,대전,2026/02/05 19:00,6.9,,2.1,320,59,-0.5,0,0,,-0.9
133,대전,2026/02/05 20:00,5.4,,1.3,340,69,0.1,,,,-1.7
133,대전,2026/02/05 21:00,4.5,,4.3,320,76,0.6,,,,-0.9
133,대전,2026/02/05 22:00,3.1,,2.1,320,78,-0.3,,,,-0.9
133,대전,2026/02/05 23:00,2.2,,2.5,320,82,-0.5,,,,-1
133,대전,2026/02/06 0:00,1.3,,3.4,320,71,-3.3,,,,-1
133,대전,2026/02/06 1:00,0.4,,3.4,320,66,-5.2,,,,-1.1
133,대전,2026/02/06 2:00,-1,,3.2,320,65,-6.7,,,,-1.3
133,대전,2026/02/06 3:00,-1.9,,2.3,340,61,-8.4,,,,-1.3
133,대전,2026/02/06 4:00,-2.5,,2.6,320,62,-8.7,,,,-1.4
133,대전,2026/02/06 5:00,-3,,2.7,320,52,-11.4,,,,-1.6
133,대전,2026/02/06 6:00,-3.8,,3.4,320,46,-13.7,,,,-1.8
133,대전,2026/02/06 7:00,-4.7,,2,340,46,-14.5,,,,-2.2
133,대전,2026/02/06 8:00,-5.5,,1.4,50,51,-14,0,0.02,,-2.6
133,대전,2026/02/06 9:00,-3.6,,0.9,340,44,-14.1,0.8,0.47,,-1.7
133,대전,2026/02/06 10:00,-3.2,,1.7,340,35,-16.5,1,1.19,,-1.1
133,대전,2026/02/06 11:00,-1.7,,2.5,340,30,-17,1,1.79,,-0.8
133,대전,2026/02/06 12:00,0,,3.4,320,24,-18.2,1,2.21,,-0.6
133,대전,2026/02/06 13:00,1.1,,3.1,340,23,-17.7,1,2.39,,-0.4
133,대전,2026/02/06 14:00,2.4,,3.4,340,20,-18.3,1,2.3,,-0.3
133,대전,2026/02/06 15:00,1.8,,3.7,320,17,-20.7,1,2.05,,-0.4
133,대전,2026/02/06 16:00,1.3,,3,20,21,-18.6,1,1.57,,-0.5
133,대전,2026/02/06 17:00,-1,,3.8,360,23,-19.5,1,0.75,,-0.8
133,대전,2026/02/06 18:00,-2.9,,2.1,360,29,-18.4,0,0.15,,-1.5
133,대전,2026/02/06 19:00,-4.2,,4.1,320,33,-18.1,0,0,,-2
133,대전,2026/02/06 20:00,-5.4,,2.5,20,36,-18.1,,,,-2.4
133,대전,2026/02/06 21:00,-6,,1.8,20,40,-17.4,,,,-2.7
133,대전,2026/02/06 22:00,-6,,3,340,41,-17.1,,,,-2.7
133,대전,2026/02/06 23:00,-6.3,,2.3,340,44,-16.5,,,,-2.7
133,대전,2026/02/07 0:00,-6.6,,2,320,46,-16.3,,,,-2.9
133,대전,2026/02/07 1:00,-6.5,,2.2,320,48,-15.7,,,,-2.8
133,대전,2026/02/07 2:00,-6.3,,2.9,340,49,-15.2,,,,-2.6
133,대전,2026/02/07 3:00,-6.3,,2.4,320,48,-15.5,,,,-2.6
133,대전,2026/02/07 4:00,-6.4,,2.7,340,48,-15.6,,,,-2.7
133,대전,2026/02/07 5:00,-7.1,,3,320,52,-15.3,,,,-3.4
133,대전,2026/02/07 6:00,-7.6,,2.2,320,50,-16.2,,,,-3.6
133,대전,2026/02/07 7:00,-8.5,,1.5,320,52,-16.6,,,,-3.8
133,대전,2026/02/07 8:00,-8.5,,3,320,48,-17.5,0,0.03,,-4.2
133,대전,2026/02/07 9:00,-7.4,,3.7,320,42,-18.1,1,0.49,,-3.4
133,대전,2026/02/07 10:00,-6,,1.9,320,37,-18.3,1,1.22,,-2.2
133,대전,2026/02/07 11:00,-4.8,,2.4,320,29,-20.1,1,1.83,,-1.5
133,대전,2026/02/07 12:00,-3.5,,3.7,320,26,-20.2,1,2.27,,-1.3
133,대전,2026/02/07 13:00,-1.6,,3.2,320,24,-19.5,1,2.5,,-0.9
133,대전,2026/02/07 14:00,-1.2,,4.4,320,23,-19.7,1,2.42,,-0.6
133,대전,2026/02/07 15:00,-1.5,,3.5,290,20,-21.6,1,2.16,,-0.9
133,대전,2026/02/07 16:00,-2.4,,4.6,320,19,-22.9,1,1.62,,-1.2
133,대전,2026/02/07 17:00,-3.8,,4.6,320,26,-20.5,1,0.95,,-1.9
133,대전,2026/02/07 18:00,-5.1,,4.3,320,26,-21.6,0.3,0.19,,-3
133,대전,2026/02/07 19:00,-5.9,,2.9,290,33,-19.6,0,0,,-3.6
133,대전,2026/02/07 20:00,-6.5,,3.2,320,42,-17.3,,,,-3.9
133,대전,2026/02/07 21:00,-6.7,,3.1,320,50,-15.4,,,,-4.1
133,대전,2026/02/07 22:00,-7.3,,2.9,320,74,-11.1,,,,-3.6
133,대전,2026/02/07 23:00,-7.3,,3.9,320,51,-15.7,,,,-4.4
133,대전,2026/02/08 0:00,-7.7,0,2.1,340,56,-14.9,,,,-4.2
133,대전,2026/02/08 1:00,-8.5,,3.6,320,56,-15.7,,,,-4.5
133,대전,2026/02/08 2:00,-9.3,,3.2,320,58,-16,,,,-5
133,대전,2026/02/08 3:00,-9.9,,0.8,360,62,-15.8,,,,-5
133,대전,2026/02/08 4:00,-10.3,,1.5,20,70,-14.7,,,,-4.9
133,대전,2026/02/08 5:00,-10.5,,0.7,90,78,-13.6,,,,-4.8
133,대전,2026/02/08 6:00,-10.3,0,0.3,0,81,-12.9,,,0.1,-4.8
133,대전,2026/02/08 7:00,-10.4,,1,290,74,-14.1,,,0.1,-5.3
133,대전,2026/02/08 8:00,-10.4,,0.8,320,64,-15.9,0.1,0.03,0.1,-5.7
133,대전,2026/02/08 9:00,-8.7,,1.8,360,57,-15.6,0.9,0.43,0.1,-4.3
133,대전,2026/02/08 10:00,-7.9,,2.4,360,63,-13.7,0.8,0.91,,-2.6
133,대전,2026/02/08 11:00,-6.9,,2.4,340,49,-15.8,1,1.44,,-1.9
133,대전,2026/02/08 12:00,-5.1,0,2.6,340,44,-15.4,0.9,2.06,,-1.3
133,대전,2026/02/08 13:00,-4.1,,3.9,290,37,-16.6,1,2.42,,-1.1
133,대전,2026/02/08 14:00,-3.2,,2.4,320,34,-16.8,1,2.36,,-0.7
133,대전,2026/02/08 15:00,-2.1,,3.9,320,30,-17.3,1,2.07,,-0.9
133,대전,2026/02/08 16:00,-2,,3.6,320,28,-18.1,1,1.56,,-1.2
133,대전,2026/02/08 17:00,-3.2,,4.3,320,26,-20,1,0.93,,-1.8
133,대전,2026/02/08 18:00,-4.2,,3.6,320,31,-18.8,0.4,0.2,,-3
133,대전,2026/02/08 19:00,-5.3,,2.6,320,36,-18,0,0,,-3.8
133,대전,2026/02/08 20:00,-5.8,,2.9,320,39,-17.5,,,,-4.2
133,대전,2026/02/08 21:00,-7.1,,1.8,340,44,-17.3,,,,-4.7
133,대전,2026/02/08 22:00,-6.8,,1.7,290,47,-16.2,,,,-5
133,대전,2026/02/08 23:00,-6.4,,1.3,290,53,-14.4,,,,-5
133,대전,2026/02/09 0:00,-6.4,,1.8,230,54,-14.1,,,,-5
133,대전,2026/02/09 1:00,-7.2,,0.9,200,59,-13.8,,,,-5.1
133,대전,2026/02/09 2:00,-7.2,,0.4,0,61,-13.4,,,,-5.3
133,대전,2026/02/09 3:00,-7.4,,2,270,64,-13,,,,-5.4
133,대전,2026/02/09 4:00,-8.5,,1.2,360,69,-13.1,,,,-5.6
133,대전,2026/02/09 5:00,-8.8,,0.9,320,71,-13.1,,,,-5.8
133,대전,2026/02/09 6:00,-9,,0.7,290,73,-12.9,,,,-5.9
133,대전,2026/02/09 7:00,-9.2,,0.9,320,76,-12.6,,,,-6
133,대전,2026/02/09 8:00,-8.9,,1.7,340,76,-12.3,0.3,0.05,,-5.9
133,대전,2026/02/09 9:00,-5.6,,0.4,0,64,-11.3,1,0.56,,-3.9
133,대전,2026/02/09 10:00,-2.5,,0.7,200,57,-9.8,1,1.27,,-2.2
133,대전,2026/02/09 11:00,-0.5,,1.8,180,47,-10.4,1,1.86,,-1.1
133,대전,2026/02/09 12:00,1.8,,2.5,200,44,-9.1,1,2.25,,-0.6
133,대전,2026/02/09 13:00,2.9,,3.2,200,42,-8.7,1,2.45,,-0.1
133,대전,2026/02/09 14:00,4,,2.1,50,36,-9.7,1,2.39,,0.2
133,대전,2026/02/09 15:00,5.1,,2.5,140,35,-9.1,1,2.09,,-0.1
133,대전,2026/02/09 16:00,5,,1.5,140,35,-9.2,1,1.57,,-0.4
133,대전,2026/02/09 17:00,4,,1.5,90,38,-9,1,0.89,,-0.6
133,대전,2026/02/09 18:00,2.6,,1.7,20,42,-9,0.3,0.18,,-0.9
133,대전,2026/02/09 19:00,1.3,,1.6,340,46,-9,0,0,,-1.2
133,대전,2026/02/09 20:00,-0.2,,1.7,290,52,-8.8,,,,-1.7
133,대전,2026/02/09 21:00,-1,,1,290,56,-8.6,,,,-2
133,대전,2026/02/09 22:00,-1.6,,1.2,320,59,-8.5,,,,-2.5
133,대전,2026/02/09 23:00,-2.2,,0.6,270,62,-8.5,,,,-2.8
133,대전,2026/02/10 0:00,-2.6,,0.1,0,64,-8.4,,,,-3
133,대전,2026/02/10 1:00,-3.3,,1.8,340,67,-8.5,,,,-3.3
133,대전,2026/02/10 2:00,-3.2,,0.8,320,67,-8.4,,,,-3.2
133,대전,2026/02/10 3:00,-3.2,,0.9,320,68,-8.2,,,,-3
133,대전,2026/02/10 4:00,-3.2,,0,0,70,-7.9,,,,-2.8
133,대전,2026/02/10 5:00,-2.9,,0.5,320,69,-7.8,,,,-2.6
133,대전,2026/02/10 6:00,-2.7,,1.2,270,72,-7,,,,-2.5
133,대전,2026/02/10 7:00,-2.3,,1.3,270,70,-7,,,,-2.4
133,대전,2026/02/10 8:00,-2.3,,1.3,340,71,-6.8,0,0.01,,-2.3
133,대전,2026/02/10 9:00,-1.4,,0.5,290,68,-6.5,0,0.13,,-1.6
133,대전,2026/02/10 10:00,0,,0.6,290,63,-6.2,0,0.36,,-1
133,대전,2026/02/10 11:00,2.3,,0.8,160,54,-6,0,0.78,,-0.4
133,대전,2026/02/10 12:00,5.1,0,1.8,180,47,-5.3,0.6,1.6,,0.5
133,대전,2026/02/10 13:00,6.3,,1.2,180,46,-4.4,0.3,1.48,,1.1
133,대전,2026/02/10 14:00,5.6,,2.5,200,52,-3.5,0.3,1.26,,1.7
133,대전,2026/02/10 15:00,5.1,0,2.4,200,62,-1.5,0,1,,2
133,대전,2026/02/10 16:00,4.2,,2.9,200,75,0.1,0,0.64,,1.4
133,대전,2026/02/10 17:00,4,,2.3,200,78,0.5,0,0.38,,0.6
133,대전,2026/02/10 18:00,3.6,0,1.6,230,81,0.6,0,0.11,,-0.4
133,대전,2026/02/10 19:00,3.4,,1.2,230,83,0.7,0,0,,-0.8
133,대전,2026/02/10 20:00,3.1,,1,250,83,0.4,,,,-0.8
133,대전,2026/02/10 21:00,3.1,,1.4,230,84,0.6,,,,-0.6
133,대전,2026/02/10 22:00,2.9,,1.2,230,86,0.7,,,,-0.6
133,대전,2026/02/10 23:00,2.8,,0.9,230,86,0.6,,,,-0.6
133,대전,2026/02/11 0:00,2.7,0,0.4,0,87,0.7,,,,-0.6
133,대전,2026/02/11 1:00,2.6,,0.7,230,87,0.6,,,,-0.5
133,대전,2026/02/11 2:00,2.7,,0.4,0,87,0.7,,,,-0.6
133,대전,2026/02/11 3:00,2.7,,1.1,250,87,0.7,,,,-0.6
133,대전,2026/02/11 4:00,2.5,,1.1,250,87,0.5,,,,-1.1
133,대전,2026/02/11 5:00,2.1,,1.4,250,88,0.3,,,,-0.9
133,대전,2026/02/11 6:00,2,,1.5,200,89,0.3,,,,-0.9
133,대전,2026/02/11 7:00,2.1,,1.6,230,90,0.6,,,,-0.8
133,대전,2026/02/11 8:00,2.3,,1.1,230,89,0.6,0,0.01,,-0.6
133,대전,2026/02/11 9:00,2.7,0,1.4,200,87,0.7,0,0.08,,-0.1
133,대전,2026/02/11 10:00,3.3,,1.5,200,85,1,0,0.22,,0.7
133,대전,2026/02/11 11:00,4.1,,2.1,230,80,0.9,0,0.44,,1.6
133,대전,2026/02/11 12:00,5,0,1.6,180,74,0.7,0,0.74,,2.5
133,대전,2026/02/11 13:00,5.4,,2.4,230,71,0.5,0,0.81,,3.3
133,대전,2026/02/11 14:00,6.6,,2.5,290,55,-1.8,0.1,1.05,,4.3
133,대전,2026/02/11 15:00,7.5,,2.2,290,48,-2.8,0.4,1.16,,4.4
133,대전,2026/02/11 16:00,7.1,,2.7,320,44,-4.3,0.4,0.93,,2.9
133,대전,2026/02/11 17:00,6.7,,2.1,320,44,-4.7,0.8,0.76,,2.1
133,대전,2026/02/11 18:00,4.8,,2.3,320,52,-4.2,0.4,0.21,,-0.2
133,대전,2026/02/11 19:00,2.9,,2,320,65,-3,0,0.01,,-1.7
133,대전,2026/02/11 20:00,1.9,,1.3,110,70,-3,,,,-1.1
133,대전,2026/02/11 21:00,0.8,,1.5,340,73,-3.4,,,,-1.1
133,대전,2026/02/11 22:00,0.6,,1.5,230,72,-3.8,,,,-1.2
133,대전,2026/02/11 23:00,-0.4,,0.7,270,77,-3.9,,,,-1.3
133,대전,2026/02/12 0:00,-0.7,,0.7,270,81,-3.5,,,,-1.4
133,대전,2026/02/12 1:00,-1.8,,0.8,320,83,-4.3,,,,-1.6
133,대전,2026/02/12 2:00,-2.4,,1.1,270,85,-4.5,,,,-1.6
133,대전,2026/02/12 3:00,-2,,0.8,270,88,-3.7,,,,-1.7
133,대전,2026/02/12 4:00,-3.1,,0.5,290,88,-4.8,,,,-1.9
133,대전,2026/02/12 5:00,-3.5,,0.3,0,90,-4.9,,,,-2.1
133,대전,2026/02/12 6:00,-3.6,,0,0,89,-5.1,,,,-2.2
133,대전,2026/02/12 7:00,-3.9,,0.2,0,92,-5,,,,-2.4
133,대전,2026/02/12 8:00,-3.7,,0.7,320,91,-4.9,0,0.05,,-2.3
133,대전,2026/02/12 9:00,-1.1,,0.3,0,86,-3.1,0.9,0.61,,-1.3
133,대전,2026/02/12 10:00,2.3,,1.5,160,72,-2.2,1,1.47,,-0.6
133,대전,2026/02/12 11:00,4.6,,1.6,160,56,-3.4,1,1.85,,-0.4
133,대전,2026/02/12 12:00,6.9,,1.2,160,44,-4.5,1,2.16,,-0.1
133,대전,2026/02/12 13:00,8.1,,2.1,180,36,-6.1,1,2.36,,0.4
133,대전,2026/02/12 14:00,9,,1.7,270,33,-6.4,1,2.3,,1.3
133,대전,2026/02/12 15:00,9.3,,1.8,180,33,-6.1,1,2.03,,1.4
133,대전,2026/02/12 16:00,9.1,,3.1,290,38,-4.4,1,1.51,,3.4
133,대전,2026/02/12 17:00,8.3,,1.2,320,40,-4.5,1,0.84,,3.4
133,대전,2026/02/12 18:00,6.9,,1.7,230,46,-3.9,0.4,0.21,,1.9
133,대전,2026/02/12 19:00,5.9,,1.8,230,43,-5.7,0,0,,0.5
133,대전,2026/02/12 20:00,4.9,,1.6,230,41,-7.2,,,,-0.3
133,대전,2026/02/12 21:00,4.1,,1.7,230,42,-7.6,,,,-0.9
133,대전,2026/02/12 22:00,3.5,,2.6,230,52,-5.4,,,,-1.3
133,대전,2026/02/12 23:00,1.7,,0.8,270,62,-4.8,,,,-0.8
133,대전,2026/02/13 0:00,0.6,,0.2,0,64,-5.4,,,,-1
133,대전,2026/02/13 1:00,-0.5,,0.1,0,69,-5.4,,,,-1.2
133,대전,2026/02/13 2:00,-1,,0,0,73,-5.2,,,,-1.4
133,대전,2026/02/13 3:00,-1.2,,0.6,320,75,-5,,,,-1.4
133,대전,2026/02/13 4:00,-1.2,,0.1,0,74,-5.2,,,,-1.4
133,대전,2026/02/13 5:00,-2,,1.6,340,77,-5.5,,,,-1.6
133,대전,2026/02/13 6:00,-2.1,,0.8,320,80,-5,,,,-1.6
133,대전,2026/02/13 7:00,-2.4,,1.4,290,81,-5.2,,,,-1.7
133,대전,2026/02/13 8:00,-2.2,,0.8,320,81,-5,0,0.04,,-1.6
133,대전,2026/02/13 9:00,-0.2,,0,0,73,-4.4,0.3,0.41,,-1
133,대전,2026/02/13 10:00,2.9,,0.9,200,60,-4.1,1,1.01,,-0.6
133,대전,2026/02/13 11:00,6,,1,110,53,-2.8,1,1.65,,-0.1
133,대전,2026/02/13 12:00,9.4,,2.1,160,49,-0.7,1,2.08,,0.5
133,대전,2026/02/13 13:00,11.2,,3.7,200,34,-4.1,1,2.32,,3.8
133,대전,2026/02/13 14:00,11.8,,2.9,200,30,-5.2,1,2.27,,8
133,대전,2026/02/13 15:00,12.2,,2.5,200,37,-2,1,1.85,,8.2
133,대전,2026/02/13 16:00,12.1,,1.7,270,42,-0.4,1,1.33,,7.7
133,대전,2026/02/13 17:00,11.2,,1.6,270,46,0,1,0.74,,6.5
133,대전,2026/02/13 18:00,9.5,,1.5,230,55,0.8,0.2,0.18,,4.4
133,대전,2026/02/13 19:00,8.2,,0.6,200,60,0.8,0,0.01,,3.1
133,대전,2026/02/13 20:00,7.1,,1.5,230,65,0.9,,,,2.1
133,대전,2026/02/13 21:00,6.3,,2.1,200,72,1.6,,,,1.4
133,대전,2026/02/13 22:00,4.8,,1.2,270,76,0.9,,,,1
133,대전,2026/02/13 23:00,4,,0,0,82,1.1,,,,0.4
133,대전,2026/02/14 0:00,2.8,,1.6,340,82,0,,,,0.3
133,대전,2026/02/14 1:00,2.5,,0.4,0,86,0.3,,,,0
133,대전,2026/02/14 2:00,2.4,,0.1,0,85,0.1,,,,-0.1
133,대전,2026/02/14 3:00,1.9,,1.2,290,88,0.1,,,,-0.4
133,대전,2026/02/14 4:00,1.4,,0.1,0,89,-0.2,,,,-0.4
133,대전,2026/02/14 5:00,1.4,,0.6,340,90,0,,,,-0.6
133,대전,2026/02/14 6:00,1,,0.8,320,89,-0.6,,,,-0.6
133,대전,2026/02/14 7:00,0.5,,1.6,340,91,-0.8,,,,-0.7
133,대전,2026/02/14 8:00,0.6,,0.4,0,93,-0.4,0,0.04,,-0.8
133,대전,2026/02/14 9:00,1.8,,0.6,340,86,-0.2,0,0.33,,0
133,대전,2026/02/14 10:00,4,,0.2,0,77,0.3,0,0.65,,2.3
133,대전,2026/02/14 11:00,7.4,,0.9,160,63,0.8,0.7,1.25,,5.1
133,대전,2026/02/14 12:00,10.2,,1.2,160,53,1,0.8,1.61,,7.8
133,대전,2026/02/14 13:00,12.9,,1.9,160,50,2.7,0.4,1.71,,10.8
133,대전,2026/02/14 14:00,12.9,,1.3,90,50,2.7,0.2,1.37,,11.7
133,대전,2026/02/14 15:00,13.5,,1.6,160,49,2.9,0.2,1.19,,12
133,대전,2026/02/14 16:00,13.9,,1.3,180,47,2.7,0.6,1.16,,10.3
133,대전,2026/02/14 17:00,13.4,,0,0,50,3.1,0.2,0.52,,8.9
133,대전,2026/02/14 18:00,12.2,,1.3,200,57,3.9,0.1,0.18,,7.5
133,대전,2026/02/14 19:00,10.9,,1.3,230,63,4.1,0,0,,5.7
133,대전,2026/02/14 20:00,9.2,,1.2,340,69,3.7,,,,4.3
133,대전,2026/02/14 21:00,7.6,,0.7,320,75,3.4,,,,3.4
133,대전,2026/02/14 22:00,6.6,,0.5,340,80,3.3,,,,2.6
133,대전,2026/02/14 23:00,5.2,,0,0,85,2.8,,,,2
133,대전,2026/02/15 0:00,4.4,,0.9,290,89,2.7,,,,1.4
133,대전,2026/02/15 1:00,4,,1.6,340,89,2.3,,,,1.7
133,대전,2026/02/15 2:00,3.7,,0,0,89,2,,,,1.7
133,대전,2026/02/15 3:00,3.6,,1.2,340,88,1.7,,,,1.8
133,대전,2026/02/15 4:00,3.8,,0.2,0,89,2.1,,,,2.3
133,대전,2026/02/15 5:00,4.1,,0.8,230,88,2.2,,,,2.7
133,대전,2026/02/15 6:00,4.2,,1.4,340,87,2.2,,,,2.5
133,대전,2026/02/15 7:00,4.2,,0.1,0,87,2.2,,,,2.4
133,대전,2026/02/15 8:00,3.8,,2.3,340,89,2.1,0,0.04,,2.2
133,대전,2026/02/15 9:00,5.7,,0.4,0,83,3,0.1,0.31,,3.8
133,대전,2026/02/15 10:00,7.4,,0.9,200,75,3.2,0.4,0.87,,6.9
133,대전,2026/02/15 11:00,7.6,,2.6,50,79,4.1,0,0.59,,7.1
133,대전,2026/02/15 12:00,7.5,,3.4,340,77,3.7,0,0.51,,7.6
133,대전,2026/02/15 13:00,9.9,,2.9,340,59,2.2,0.2,1.26,,10.4
133,대전,2026/02/15 14:00,11.7,,2.7,320,52,2.1,0.9,1.9,,10.9
133,대전,2026/02/15 15:00,12,,3.3,320,43,-0.2,1,1.81,,10.4
133,대전,2026/02/15 16:00,12.7,,3.8,320,28,-5.3,1,1.33,,8.8
133,대전,2026/02/15 17:00,11.7,,2.7,320,31,-4.9,1,0.72,,7.4
